rule,severity,component,line,message,effort,creationDate
java:S1149,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/webservices/xmlrpc/MetaWeblogAPIHandler.java,216,"Replace the synchronized class ""Hashtable"" by an unsynchronized one such as ""HashMap"".",20min,2021-08-08T21:50:30+0000
java:S1319,MINOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/webservices/xmlrpc/MetaWeblogAPIHandler.java,223,"The type of ""struct"" should be an interface such as ""Map"" rather than the implementation ""Hashtable"".",10min,2021-08-08T21:50:30+0000
java:S1149,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/webservices/xmlrpc/MetaWeblogAPIHandler.java,223,"Replace the synchronized class ""Hashtable"" by an unsynchronized one such as ""HashMap"".",20min,2021-08-08T21:50:30+0000
java:S1149,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/webservices/xmlrpc/MetaWeblogAPIHandler.java,232,"Replace the synchronized class ""Hashtable"" by an unsynchronized one such as ""HashMap"".",20min,2021-08-08T21:50:30+0000
java:S1319,MINOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/webservices/xmlrpc/MetaWeblogAPIHandler.java,358,"The type of ""struct"" should be an interface such as ""Map"" rather than the implementation ""Hashtable"".",10min,2021-08-08T21:50:30+0000
java:S1149,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/webservices/xmlrpc/MetaWeblogAPIHandler.java,358,"Replace the synchronized class ""Hashtable"" by an unsynchronized one such as ""HashMap"".",20min,2021-08-08T21:50:30+0000
java:S1149,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/webservices/xmlrpc/MetaWeblogAPIHandler.java,398,"Replace the synchronized class ""Hashtable"" by an unsynchronized one such as ""HashMap"".",20min,2021-08-08T21:50:30+0000
java:S1149,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/webservices/xmlrpc/MetaWeblogAPIHandler.java,431,"Replace the synchronized class ""Vector"" by an unsynchronized one such as ""ArrayList"" or ""LinkedList"".",20min,2021-08-08T21:50:30+0000
java:S1149,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/webservices/xmlrpc/MetaWeblogAPIHandler.java,456,"Replace the synchronized class ""Hashtable"" by an unsynchronized one such as ""HashMap"".",20min,2021-08-08T21:50:30+0000
java:S1172,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/webservices/xmlrpc/MetaWeblogAPIHandler.java,456,"Remove this unused method parameter ""userid"".",5min,2021-08-08T21:50:30+0000
java:S1149,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/webservices/xmlrpc/MetaWeblogAPIHandler.java,461,"Replace the synchronized class ""Hashtable"" by an unsynchronized one such as ""HashMap"".",20min,2021-08-08T21:50:30+0000
java:S1149,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/webservices/xmlrpc/MetaWeblogAPIHandler.java,479,"Replace the synchronized class ""Vector"" by an unsynchronized one such as ""ArrayList"" or ""LinkedList"".",20min,2021-08-08T21:50:30+0000
java:S1149,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/webservices/xmlrpc/MetaWeblogAPIHandler.java,491,"Replace the synchronized class ""Hashtable"" by an unsynchronized one such as ""HashMap"".",20min,2021-08-08T21:50:30+0000
java:S1172,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/webservices/xmlrpc/MetaWeblogAPIHandler.java,491,"Remove this unused method parameter ""userid"".",5min,2021-08-08T21:50:30+0000
java:S1149,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/webservices/xmlrpc/MetaWeblogAPIHandler.java,493,"Replace the synchronized class ""Hashtable"" by an unsynchronized one such as ""HashMap"".",20min,2021-08-08T21:50:30+0000
xml:S125,MAJOR,aryanmishra777_roller:pom.xml,71,Remove this commented out code.,5min,2021-08-08T21:50:30+0000
java:S3776,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/planet/business/fetcher/RomeFeedFetcher.java,163,Refactor this method to reduce its Cognitive Complexity from 18 to the 15 allowed.,8min,2021-07-04T22:14:07+0000
java:S3776,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/business/jpa/JPAWeblogManagerImpl.java,365,Refactor this method to reduce its Cognitive Complexity from 16 to the 15 allowed.,6min,2021-07-04T22:07:49+0000
java:S3776,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/rendering/util/WeblogFeedRequest.java,69,Refactor this method to reduce its Cognitive Complexity from 22 to the 15 allowed.,12min,2021-07-04T22:07:49+0000
java:S3776,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/rendering/util/WeblogRequest.java,67,Refactor this method to reduce its Cognitive Complexity from 19 to the 15 allowed.,9min,2021-07-04T22:07:49+0000
java:S125,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/rendering/velocity/RollerResourceLoader.java,108,This block of commented-out lines of code should be removed.,5min,2021-07-04T22:07:49+0000
java:S125,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/rendering/velocity/RollerResourceLoader.java,114,This block of commented-out lines of code should be removed.,5min,2021-07-04T22:07:49+0000
java:S1192,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/webservices/tagdata/TagDataServlet.java,94,"Define a constant instead of duplicating this literal ""Malformed URL"" 4 times.",10min,2021-07-04T22:07:49+0000
java:S3776,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/rendering/servlets/PageServlet.java,586,Refactor this method to reduce its Cognitive Complexity from 27 to the 15 allowed.,17min,2021-06-20T22:08:43+0000
xml:S1135,INFO,aryanmishra777_roller:app/pom.xml,525,"Complete the task associated to this ""TODO"" comment.",0min,2021-06-14T19:08:58+0000
java:S2925,MAJOR,aryanmishra777_roller:app/src/test/java/org/apache/roller/weblogger/util/IPBanListTest.java,74,"Remove this use of ""Thread.sleep()"".",20min,2021-06-06T14:23:50+0000
java:S108,MAJOR,aryanmishra777_roller:app/src/test/java/org/apache/roller/weblogger/util/IPBanListTest.java,75,"Remove this block of code, fill it in, or add a comment explaining why it is empty.",5min,2021-06-06T14:23:50+0000
java:S1128,MINOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/rendering/servlets/PageServlet.java,21,Remove this unused import 'java.net.MalformedURLException'.,1min,2021-05-31T13:41:50+0000
java:S1128,MINOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/rendering/servlets/PageServlet.java,22,Remove this unused import 'java.net.URL'.,1min,2021-05-31T13:41:50+0000
css:S4648,MAJOR,aryanmishra777_roller:app/src/main/webapp/themes/gaurav/css/bootstrap.css,112,Unexpected duplicate font-family name monospace,1min,2021-05-25T14:21:25+0000
css:S4666,MAJOR,aryanmishra777_roller:app/src/main/webapp/themes/gaurav/css/bootstrap.css,1112,"Unexpected duplicate selector ""figure"", first used at line 96",1min,2021-05-25T14:21:25+0000
css:S7924,MAJOR,aryanmishra777_roller:app/src/main/webapp/themes/gaurav/css/bootstrap.css,3274,Text does not meet the minimal contrast requirement with its background.,5min,2021-05-25T14:21:25+0000
css:S7924,MAJOR,aryanmishra777_roller:app/src/main/webapp/themes/gaurav/css/bootstrap.css,3279,Text does not meet the minimal contrast requirement with its background.,5min,2021-05-25T14:21:25+0000
css:S7924,MAJOR,aryanmishra777_roller:app/src/main/webapp/themes/gaurav/css/bootstrap.css,3286,Text does not meet the minimal contrast requirement with its background.,5min,2021-05-25T14:21:25+0000
css:S7924,MAJOR,aryanmishra777_roller:app/src/main/webapp/themes/gaurav/css/bootstrap.css,3317,Text does not meet the minimal contrast requirement with its background.,5min,2021-05-25T14:21:25+0000
css:S7924,MAJOR,aryanmishra777_roller:app/src/main/webapp/themes/gaurav/css/bootstrap.css,3327,Text does not meet the minimal contrast requirement with its background.,5min,2021-05-25T14:21:25+0000
css:S7924,MAJOR,aryanmishra777_roller:app/src/main/webapp/themes/gaurav/css/bootstrap.css,3332,Text does not meet the minimal contrast requirement with its background.,5min,2021-05-25T14:21:25+0000
css:S7924,MAJOR,aryanmishra777_roller:app/src/main/webapp/themes/gaurav/css/bootstrap.css,3339,Text does not meet the minimal contrast requirement with its background.,5min,2021-05-25T14:21:25+0000
css:S7924,MAJOR,aryanmishra777_roller:app/src/main/webapp/themes/gaurav/css/bootstrap.css,3353,Text does not meet the minimal contrast requirement with its background.,5min,2021-05-25T14:21:25+0000
css:S7924,MAJOR,aryanmishra777_roller:app/src/main/webapp/themes/gaurav/css/bootstrap.css,3370,Text does not meet the minimal contrast requirement with its background.,5min,2021-05-25T14:21:25+0000
css:S7924,MAJOR,aryanmishra777_roller:app/src/main/webapp/themes/gaurav/css/bootstrap.css,3374,Text does not meet the minimal contrast requirement with its background.,5min,2021-05-25T14:21:25+0000
css:S7924,MAJOR,aryanmishra777_roller:app/src/main/webapp/themes/gaurav/css/bootstrap.css,3380,Text does not meet the minimal contrast requirement with its background.,5min,2021-05-25T14:21:25+0000
css:S7924,MAJOR,aryanmishra777_roller:app/src/main/webapp/themes/gaurav/css/bootstrap.css,3385,Text does not meet the minimal contrast requirement with its background.,5min,2021-05-25T14:21:25+0000
css:S7924,MAJOR,aryanmishra777_roller:app/src/main/webapp/themes/gaurav/css/bootstrap.css,3392,Text does not meet the minimal contrast requirement with its background.,5min,2021-05-25T14:21:25+0000
css:S7924,MAJOR,aryanmishra777_roller:app/src/main/webapp/themes/gaurav/css/bootstrap.css,3406,Text does not meet the minimal contrast requirement with its background.,5min,2021-05-25T14:21:25+0000
css:S7924,MAJOR,aryanmishra777_roller:app/src/main/webapp/themes/gaurav/css/bootstrap.css,3423,Text does not meet the minimal contrast requirement with its background.,5min,2021-05-25T14:21:25+0000
css:S7924,MAJOR,aryanmishra777_roller:app/src/main/webapp/themes/gaurav/css/bootstrap.css,3427,Text does not meet the minimal contrast requirement with its background.,5min,2021-05-25T14:21:25+0000
css:S7924,MAJOR,aryanmishra777_roller:app/src/main/webapp/themes/gaurav/css/bootstrap.css,3476,Text does not meet the minimal contrast requirement with its background.,5min,2021-05-25T14:21:25+0000
css:S7924,MAJOR,aryanmishra777_roller:app/src/main/webapp/themes/gaurav/css/bootstrap.css,4848,Text does not meet the minimal contrast requirement with its background.,5min,2021-05-25T14:21:25+0000
css:S7924,MAJOR,aryanmishra777_roller:app/src/main/webapp/themes/gaurav/css/bootstrap.css,4919,Text does not meet the minimal contrast requirement with its background.,5min,2021-05-25T14:21:25+0000
css:S7924,MAJOR,aryanmishra777_roller:app/src/main/webapp/themes/gaurav/css/bootstrap.css,4999,Text does not meet the minimal contrast requirement with its background.,5min,2021-05-25T14:21:25+0000
css:S7924,MAJOR,aryanmishra777_roller:app/src/main/webapp/themes/gaurav/css/bootstrap.css,5346,Text does not meet the minimal contrast requirement with its background.,5min,2021-05-25T14:21:25+0000
css:S7924,MAJOR,aryanmishra777_roller:app/src/main/webapp/themes/gaurav/css/bootstrap.css,5419,Text does not meet the minimal contrast requirement with its background.,5min,2021-05-25T14:21:25+0000
css:S7924,MAJOR,aryanmishra777_roller:app/src/main/webapp/themes/gaurav/css/bootstrap.css,5448,Text does not meet the minimal contrast requirement with its background.,5min,2021-05-25T14:21:25+0000
css:S7924,MAJOR,aryanmishra777_roller:app/src/main/webapp/themes/gaurav/css/bootstrap.css,5477,Text does not meet the minimal contrast requirement with its background.,5min,2021-05-25T14:21:25+0000
css:S7924,MAJOR,aryanmishra777_roller:app/src/main/webapp/themes/gaurav/css/bootstrap.css,5506,Text does not meet the minimal contrast requirement with its background.,5min,2021-05-25T14:21:25+0000
java:S1117,MAJOR,aryanmishra777_roller:app/src/test/java/org/apache/roller/weblogger/util/IPBanListTest.java,56,"Rename ""ipBanList"" which hides the field declared at line 42.",5min,2021-05-22T01:16:41+0000
java:S1192,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/rendering/plugins/comments/MathCommentAuthenticator.java,50,"Define a constant instead of duplicating this literal ""mathValue1"" 3 times.",8min,2021-05-21T07:58:24+0000
java:S1192,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/rendering/plugins/comments/MathCommentAuthenticator.java,51,"Define a constant instead of duplicating this literal ""mathValue2"" 3 times.",8min,2021-05-21T07:58:24+0000
java:S108,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/rendering/plugins/comments/MathCommentAuthenticator.java,58,"Remove this block of code, fill it in, or add a comment explaining why it is empty.",5min,2021-05-21T07:58:24+0000
java:S1192,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/util/Utilities.java,215,"Define a constant instead of duplicating this literal ""<br />"" 3 times.",8min,2021-05-21T07:58:24+0000
Web:S1827,MAJOR,aryanmishra777_roller:app/src/main/webapp/WEB-INF/jsps/editor/Entries.jsp,66,"Remove this deprecated ""width"" attribute.",5min,2021-05-14T09:49:43+0000
Web:S1827,MAJOR,aryanmishra777_roller:app/src/main/webapp/WEB-INF/jsps/editor/Entries.jsp,67,"Remove this deprecated ""width"" attribute.",5min,2021-05-14T09:49:43+0000
Web:S1827,MAJOR,aryanmishra777_roller:app/src/main/webapp/WEB-INF/jsps/editor/Entries.jsp,70,"Remove this deprecated ""width"" attribute.",5min,2021-05-14T09:49:43+0000
Web:S1827,MAJOR,aryanmishra777_roller:app/src/main/webapp/WEB-INF/jsps/editor/Entries.jsp,79,"Remove this deprecated ""width"" attribute.",5min,2021-05-14T09:49:43+0000
java:S1948,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/business/themes/SharedThemeFromDir.java,55,"Make non-static ""templatesByName"" transient or serializable.",30min,2021-04-18T22:21:11+0000
java:S1948,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/business/themes/SharedThemeFromDir.java,58,"Make non-static ""templatesByLink"" transient or serializable.",30min,2021-04-18T22:21:11+0000
java:S1948,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/business/themes/SharedThemeFromDir.java,61,"Make non-static ""templatesByAction"" transient or serializable.",30min,2021-04-18T22:21:11+0000
java:S1948,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/business/themes/SharedThemeFromDir.java,65,"Make non-static ""resources"" transient or serializable.",30min,2021-04-18T22:21:11+0000
java:S1948,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/business/themes/SharedThemeTemplate.java,52,"Make non-static ""templateRenditionHashMap"" transient or serializable.",30min,2021-04-18T22:21:11+0000
java:S1948,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/Weblog.java,98,"Make non-static ""mediaFileDirectories"" transient or serializable.",30min,2021-04-18T22:21:11+0000
java:S1948,CRITICAL,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/pojos/WeblogEntry.java,103,"Make non-static ""attSet"" transient or serializable.",30min,2021-04-18T22:21:11+0000
java:S1149,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/rendering/plugins/comments/LdapCommentAuthenticator.java,120,"Replace the synchronized class ""Hashtable"" by an unsynchronized one such as ""HashMap"".",20min,2021-04-18T22:21:11+0000
java:S4030,MINOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/ui/struts2/editor/Comments.java,273,Consume or remove this unused collection,2min,2021-04-18T22:21:11+0000
java:S1149,MAJOR,aryanmishra777_roller:app/src/main/java/org/apache/roller/weblogger/util/HTMLSanitizer.java,124,"Replace the synchronized class ""Stack"" by an unsynchronized one such as ""Deque"".",20min,2021-04-18T22:21:11+0000
